test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest01008,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6411923512308969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01009,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6325793924610322,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01010,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6369388599842778,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01011,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01012,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5312748750495969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01013,0,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5818816613600312,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01014,0,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5639760800600782,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01015,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.746894127214667,P2 - High (ML Probable Vulnerability)
BenchmarkTest01016,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7669870863329693,P2 - High (ML Probable Vulnerability)
BenchmarkTest01017,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7651568594963934,P2 - High (ML Probable Vulnerability)
BenchmarkTest01018,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9663830351149392,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01019,0,CWE-327,0,0,0,0.9046,,0.09176958896267884,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01020,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7651568594963934,P2 - High (ML Probable Vulnerability)
BenchmarkTest01021,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest01022,0,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7615061478378989,P2 - High (ML Probable Vulnerability)
BenchmarkTest01023,1,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4729567405628093,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01024,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4812138184171754,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01025,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5333552162927581,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01026,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01027,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01028,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01029,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01030,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01031,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5300041467457454,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01032,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5333552162927581,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01033,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01034,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01035,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01036,0,CWE-22,0,0,0,0.531,,0.23367630537219905,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01037,0,CWE-328,0,0,0,1.0,,0.22444171124432277,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01038,1,CWE-328,2,1,1,1.0,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,0.9967183475989987,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01039,0,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01040,0,CWE-328,0,0,0,1.0,,0.2336827722158927,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01041,1,CWE-328,0,0,0,1.0,,0.21055491925120276,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01042,1,CWE-328,0,0,0,1.0,,0.20319054080011195,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01043,1,CWE-328,0,0,0,1.0,,0.2042594061680803,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01044,1,CWE-328,0,0,0,1.0,,0.21055491925120276,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01045,0,CWE-328,0,0,0,1.0,,0.22444171124432277,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01046,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.620660943864709,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01047,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest01048,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6654635318596704,P2 - High (ML Probable Vulnerability)
BenchmarkTest01049,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
