test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest00720,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00720.java,71,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00723,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00723.java,57,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00724,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00724.java,70,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00727,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00727.java,54,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00728,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00728.java,56,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00729,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00729.java,53,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00731,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00731.java,60,semgrep,1,high (same CWE),error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00732,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00732.java,68,semgrep,1,single-tool,error,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
BenchmarkTest00733,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java,51,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00734,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java,69,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00735,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java,60,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00736,CWE-614,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00736.java,72,semgrep,1,single-tool,warning,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);'
BenchmarkTest00738,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00738.java,78,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00739,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00739.java,78,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00743,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00743.java,75,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00755,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00755.java,56,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest00755,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00755.java,58,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00756,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00756.java,51,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest00757,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00757.java,72,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00759,CWE-501,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00759.java,54,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a session command, like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters, blurring the line between what's trusted and untrusted, and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead, thoroughly sanitize user input before passing it into such function calls."
BenchmarkTest00759,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00759.java,56,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00761,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00761.java,74,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00762,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00762.java,60,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00763,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00763.java,74,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
